x;y;layer1;layer2;voltage1;voltage2;current
1155.57;2089.43;GND;VCC;0.00829483;0.00827728;0.0135972
1155.57;2089.43;VCC;BOTTOM_LAYER;0.00827728;0.00827592;0.0135972
1155.57;2129.43;TOP_LAYER;GND;0.00825754;0.00825085;0.0670916
1155.57;2129.43;GND;VCC;0.00825085;0.0082684;-0.0135972
1155.57;2129.43;VCC;BOTTOM_LAYER;0.0082684;0.00826976;-0.0135972
1155.37;1011.52;TOP_LAYER;GND;2.82906;2.82906;-0.000137324
1155.37;1011.52;GND;VCC;2.82906;2.82906;-0.000137324
1155.37;1011.52;VCC;BOTTOM_LAYER;2.82906;2.82906;-2.70738e-12
1158.2;1211.43;TOP_LAYER;GND;2.82906;2.82906;0.000137324
1158.2;1211.43;GND;VCC;2.82906;2.82906;0.000137324
1158.2;1211.43;VCC;BOTTOM_LAYER;2.82906;2.82906;-8.12213e-12
1195.57;2394.43;TOP_LAYER;GND;0.00754705;0.00755531;-0.0828426
1195.57;2394.43;GND;VCC;0.00755531;0.00753722;0.0140127
1195.57;2394.43;VCC;BOTTOM_LAYER;0.00753722;0.00753583;0.0140127
1195.57;2444.43;TOP_LAYER;GND;0.00753053;0.00752733;0.0321123
1195.57;2444.43;GND;VCC;0.00752733;0.00753284;-0.00426743
1195.57;2444.43;VCC;BOTTOM_LAYER;0.00753284;0.00753326;-0.00426743
1205.57;902.432;TOP_LAYER;GND;0.0114241;0.0114241;5.22208e-14
1205.57;902.432;GND;VCC;0.0114241;0.0114234;0.000579015
1205.57;902.432;VCC;BOTTOM_LAYER;0.0114234;0.0114233;0.000579015
1230.57;1659.43;TOP_LAYER;GND;0.00941859;0.00942393;-0.053597
1230.57;1659.43;GND;VCC;0.00942393;0.00940898;0.0115877
1230.57;1659.43;VCC;BOTTOM_LAYER;0.00940898;0.00940782;0.0115877
1230.57;1699.43;TOP_LAYER;GND;0.00938616;0.00937694;0.0925704
1230.57;1699.43;GND;VCC;0.00937694;0.0093986;-0.0167852
1230.57;1699.43;VCC;BOTTOM_LAYER;0.0093986;0.00940027;-0.0167852
1233.48;1169.98;TOP_LAYER;GND;0.0109193;0.0109193;-2.11514e-14
1233.48;1169.98;GND;VCC;0.0109193;0.0109193;2.20497e-14
1233.48;1169.98;VCC;BOTTOM_LAYER;0.0109193;0.0109193;2.11514e-14
1235.57;2414.43;TOP_LAYER;GND;0.00752293;0.00751788;0.0507304
1235.57;2414.43;GND;VCC;0.00751788;0.00753045;-0.00974532
1235.57;2414.43;VCC;BOTTOM_LAYER;0.00753045;0.00753142;-0.00974532
1240.57;1948.66;TOP_LAYER;GND;0.00866589;0.00866589;3.48139e-14
1240.57;1948.66;GND;VCC;0.00866589;0.00866589;-4.70458e-14
1240.57;1948.66;VCC;BOTTOM_LAYER;0.00866589;0.00866589;-5.22208e-14
1244.93;889.432;TOP_LAYER;GND;0.011454;0.011454;6.96277e-14
1244.93;889.432;GND;VCC;0.011454;0.0114345;0.0150906
1244.93;889.432;VCC;BOTTOM_LAYER;0.0114345;0.011433;0.0150906
1274.95;1480.39;TOP_LAYER;GND;0.00989368;0.00989368;8.70347e-14
1274.95;1480.39;GND;VCC;0.00989368;0.00989368;-5.37666e-14
1274.95;1480.39;VCC;BOTTOM_LAYER;0.00989368;0.00989368;-5.22208e-14
1275.57;1659.43;TOP_LAYER;GND;0.00942702;0.0094344;-0.0740862
1275.57;1659.43;GND;VCC;0.0094344;0.0094118;0.0175112
1275.57;1659.43;VCC;BOTTOM_LAYER;0.0094118;0.00941006;0.0175112
1275.57;1699.43;TOP_LAYER;GND;0.00939163;0.00938442;0.072412
1275.57;1699.43;GND;VCC;0.00938442;0.00940031;-0.0123138
1275.57;1699.43;VCC;BOTTOM_LAYER;0.00940031;0.00940153;-0.0123138
1289.94;2168.33;TOP_LAYER;GND;2.82901;2.82901;-0.00895183
1289.94;2168.33;GND;VCC;2.82901;2.82902;-0.00895183
1289.94;2168.33;VCC;BOTTOM_LAYER;2.82902;2.82902;9.11065e-05
1322.63;1816.52;TOP_LAYER;GND;2.82894;2.82895;-0.0299969
1322.63;1816.52;GND;VCC;2.82895;2.82901;-0.0299969
1322.63;1816.52;VCC;BOTTOM_LAYER;2.82901;2.82901;2.70738e-12
1328.48;1051.52;TOP_LAYER;GND;2.82907;2.82907;-0
1328.48;1051.52;GND;VCC;2.82907;2.82907;-8.36255e-13
1328.48;1051.52;VCC;BOTTOM_LAYER;2.82907;2.82907;-0
1330.57;935.065;TOP_LAYER;GND;0.011502;0.011502;5.22208e-14
1330.57;935.065;GND;VCC;0.011502;0.0115298;-0.0215679
1330.57;935.065;VCC;BOTTOM_LAYER;0.0115298;0.011532;-0.0215679
1335.57;1659.43;TOP_LAYER;GND;0.0094805;0.0094805;5.22208e-14
1335.57;1659.43;GND;VCC;0.0094805;0.0094805;-3.36041e-14
1335.57;1659.43;VCC;BOTTOM_LAYER;0.0094805;0.0094805;-3.48139e-14
1335.57;2284.43;TOP_LAYER;GND;2.82903;2.82903;8.91235e-12
1335.57;2284.43;GND;VCC;2.82903;2.82903;9.97908e-12
1335.57;2284.43;VCC;BOTTOM_LAYER;2.82903;2.82903;-1.33685e-11
1338.07;2169.43;TOP_LAYER;GND;2.82901;2.82901;-0.00941571
1338.07;2169.43;GND;VCC;2.82901;2.82902;-0.00941571
1338.07;2169.43;VCC;BOTTOM_LAYER;2.82902;2.82902;-0.00161736
1366.57;1171.12;TOP_LAYER;GND;0.0110473;0.0110473;6.96277e-14
1366.57;1171.12;GND;VCC;0.0110473;0.0110473;-5.77991e-14
1366.57;1171.12;VCC;BOTTOM_LAYER;0.0110473;0.0110473;-5.22208e-14
1366.63;1741.52;TOP_LAYER;GND;2.82895;2.82895;-0.029924
1366.63;1741.52;GND;VCC;2.82895;2.82902;-0.029924
1366.63;1741.52;VCC;BOTTOM_LAYER;2.82902;2.82902;5.41475e-12
1370.46;973.805;TOP_LAYER;GND;0.011495;0.011495;5.22208e-14
1370.46;973.805;GND;VCC;0.011495;0.0115288;-0.0261456
1370.46;973.805;VCC;BOTTOM_LAYER;0.0115288;0.0115314;-0.0261456
1370.57;2584.43;TOP_LAYER;GND;0.0069642;0.0069685;-0.0431654
1370.57;2584.43;GND;VCC;0.0069685;0.00695456;0.0107984
1370.57;2584.43;VCC;BOTTOM_LAYER;0.00695456;0.00695348;0.0107984
1370.57;2619.43;TOP_LAYER;GND;0.00694865;0.00694821;0.00442873
1370.57;2619.43;GND;VCC;0.00694821;0.0069495;-0.000999783
1370.57;2619.43;VCC;BOTTOM_LAYER;0.0069495;0.0069496;-0.000999783
1370.57;2669.43;TOP_LAYER;GND;0.00693685;0.00693299;0.0387367
1370.57;2669.43;GND;VCC;0.00693299;0.00694563;-0.00979858
1370.57;2669.43;VCC;BOTTOM_LAYER;0.00694563;0.00694661;-0.00979858
1375.57;1684.43;TOP_LAYER;GND;0.00951226;0.00951226;3.48139e-14
1375.57;1684.43;GND;VCC;0.00951226;0.00951226;-3.49483e-14
1375.57;1684.43;VCC;BOTTOM_LAYER;0.00951226;0.00951226;-1.74069e-14
1397.67;142.333;TOP_LAYER;GND;2.82907;2.82907;2.08042e-11
1397.67;142.333;GND;VCC;2.82907;2.82907;2.24911e-11
1397.67;142.333;VCC;BOTTOM_LAYER;2.82907;2.82907;-1.04021e-11
1393.71;2170.6;TOP_LAYER;GND;2.829;2.82901;-0.0116772
1393.71;2170.6;GND;VCC;2.82901;2.82902;-0.0116772
1393.71;2170.6;VCC;BOTTOM_LAYER;2.82902;2.82902;0.00152625
1407.58;2504.43;TOP_LAYER;GND;0.00699741;0.00699741;3.48139e-14
1407.58;2504.43;GND;VCC;0.00699741;0.00699741;-3.83087e-14
1407.58;2504.43;VCC;BOTTOM_LAYER;0.00699741;0.00699741;-3.48139e-14
1413.44;1161.52;TOP_LAYER;GND;2.82908;2.82908;-5.41475e-12
1413.44;1161.52;GND;VCC;2.82908;2.82908;-5.64472e-12
1413.44;1161.52;VCC;BOTTOM_LAYER;2.82908;2.82908;8.12213e-12
1421.67;749.635;TOP_LAYER;GND;0.012048;0.012048;5.22208e-14
1421.67;749.635;GND;VCC;0.012048;0.012048;-1.20975e-14
1421.67;749.635;VCC;BOTTOM_LAYER;0.012048;0.012048;-0
1443.07;940.409;TOP_LAYER;GND;0.0116348;0.0116348;1.74069e-14
1443.07;940.409;GND;VCC;0.0116348;0.0115732;0.0477135
1443.07;940.409;VCC;BOTTOM_LAYER;0.0115732;0.0115685;0.0477135
1452.73;1208.8;TOP_LAYER;GND;0.0109257;0.0109257;-0
1452.73;1208.8;GND;VCC;0.0109257;0.0109257;-6.04874e-14
1452.73;1208.8;VCC;BOTTOM_LAYER;0.0109257;0.0109257;-5.22208e-14
1475.57;2028.01;TOP_LAYER;GND;0.00830526;0.00830151;0.0376587
1475.57;2028.01;GND;VCC;0.00830151;0.00830151;-4.57016e-14
1475.57;2028.01;VCC;BOTTOM_LAYER;0.00830151;0.00830151;-3.48139e-14
1490.56;717.736;TOP_LAYER;GND;0.0122092;0.0122092;5.22208e-14
1490.56;717.736;GND;VCC;0.0122092;0.0122092;-9.0059e-14
1490.56;717.736;VCC;BOTTOM_LAYER;0.0122092;0.0122092;-8.70347e-14
1497.67;142.333;TOP_LAYER;GND;0.0125158;0.0125158;1.219e-13
1497.67;142.333;GND;VCC;0.0125158;0.0125158;-9.41312e-15
1497.67;142.333;VCC;BOTTOM_LAYER;0.0125158;0.0125158;-0
1497.71;570.794;TOP_LAYER;GND;2.82907;2.82907;-2.70738e-12
1497.71;570.794;GND;VCC;2.82907;2.82907;-3.13595e-12
1497.71;570.794;VCC;BOTTOM_LAYER;2.82907;2.82907;-2.70738e-12
1499.94;1834.43;TOP_LAYER;GND;2.82902;2.82902;-0.0126533
1499.94;1834.43;GND;VCC;2.82902;2.82903;-0.0126533
1499.94;1834.43;VCC;BOTTOM_LAYER;2.82903;2.82904;-0.00583688
1498.29;989.287;TOP_LAYER;GND;2.82908;2.82908;5.41475e-12
1498.29;989.287;GND;VCC;2.82908;2.82908;4.5994e-12
1498.29;989.287;VCC;BOTTOM_LAYER;2.82908;2.82908;-8.12213e-12
1499.48;441.599;TOP_LAYER;GND;0.0124941;0.0124941;-1.05757e-14
1499.48;441.599;GND;VCC;0.0124941;0.0124941;3.26662e-14
1499.48;441.599;VCC;BOTTOM_LAYER;0.0124941;0.0124941;2.11514e-14
1526.16;2510.36;TOP_LAYER;GND;0.00664645;0.00664645;4.35173e-14
1526.16;2510.36;GND;VCC;0.00664645;0.00664645;-1.81462e-14
1526.16;2510.36;VCC;BOTTOM_LAYER;0.00664645;0.00664645;-8.70347e-15
1540.57;1834.43;TOP_LAYER;GND;2.82901;2.82901;-0.017364
1540.57;1834.43;GND;VCC;2.82901;2.82904;-0.017364
1540.57;1834.43;VCC;BOTTOM_LAYER;2.82904;2.82904;0.00583688
1582.57;366.432;TOP_LAYER;GND;0.0126236;0.0126236;5.22208e-14
1582.57;366.432;GND;VCC;0.0126236;0.0126236;-4.57016e-14
1582.57;366.432;VCC;BOTTOM_LAYER;0.0126236;0.0126236;-3.48139e-14
1582.57;435.281;TOP_LAYER;GND;0.0125869;0.0125869;5.22208e-14
1582.57;435.281;GND;VCC;0.0125869;0.0125869;-2.4195e-14
1582.57;435.281;VCC;BOTTOM_LAYER;0.0125869;0.0125869;-0
1635.57;246.684;TOP_LAYER;GND;0.0127885;0.0127885;5.22208e-14
1635.57;246.684;GND;VCC;0.0127885;0.0127885;-7.93057e-14
1635.57;246.684;VCC;BOTTOM_LAYER;0.0127885;0.0127885;-5.22208e-14
1659.57;2196.43;TOP_LAYER;GND;0.00737243;0.00737243;3.48139e-14
1659.57;2196.43;GND;VCC;0.00737243;0.00737243;-2.68833e-14
1659.57;2196.43;VCC;BOTTOM_LAYER;0.00737243;0.00737243;-1.74069e-14
1670.7;1555.41;TOP_LAYER;GND;0.0100318;0.0100318;5.22208e-14
1670.7;1555.41;GND;VCC;0.0100318;0.0100318;-5.10783e-14
1670.7;1555.41;VCC;BOTTOM_LAYER;0.0100318;0.0100318;-3.48139e-14
1702.42;1729.43;TOP_LAYER;GND;0.00932312;0.00931941;0.0372675
1702.42;1729.43;GND;VCC;0.00931941;0.00931941;-1.34417e-14
1702.42;1729.43;VCC;BOTTOM_LAYER;0.00931941;0.00931941;-0
1705.57;2389.43;TOP_LAYER;GND;0.00616079;0.00618909;-0.283966
1705.57;2389.43;GND;VCC;0.00618909;0.00612929;0.0463313
1705.57;2389.43;VCC;BOTTOM_LAYER;0.00612929;0.00612468;0.0463313
1705.57;2439.43;TOP_LAYER;GND;0.0060978;0.00608328;0.145696
1705.57;2439.43;GND;VCC;0.00608328;0.00611241;-0.022566
1705.57;2439.43;VCC;BOTTOM_LAYER;0.00611241;0.00611466;-0.022566
1711.57;771.432;TOP_LAYER;GND;0.012655;0.012655;5.22208e-14
1711.57;771.432;GND;VCC;0.012655;0.012655;-1.88183e-14
1711.57;771.432;VCC;BOTTOM_LAYER;0.012655;0.012655;-0
1715.57;1004.43;TOP_LAYER;GND;0.0120461;0.0120461;5.22208e-14
1715.57;1004.43;GND;VCC;0.0120461;0.0120461;4.30133e-14
1715.57;1004.43;VCC;BOTTOM_LAYER;0.0120461;0.0120461;5.22208e-14
1716.2;1124.43;TOP_LAYER;GND;0.0117715;0.0117715;5.22208e-14
1716.2;1124.43;GND;VCC;0.0117715;0.0117715;-4.16691e-14
1716.2;1124.43;VCC;BOTTOM_LAYER;0.0117715;0.0117715;-3.48139e-14
1720.57;2614.43;TOP_LAYER;GND;0.00545422;0.00546086;-0.0666355
1720.57;2614.43;GND;VCC;0.00546086;0.0054454;0.0119782
1720.57;2614.43;VCC;BOTTOM_LAYER;0.0054454;0.00544421;0.0119782
1720.57;2669.43;TOP_LAYER;GND;0.00542981;0.00542317;0.0666355
1720.57;2669.43;GND;VCC;0.00542317;0.00543862;-0.0119782
1720.57;2669.43;VCC;BOTTOM_LAYER;0.00543862;0.00543982;-0.0119782
1723.7;1202.01;TOP_LAYER;GND;0.0116778;0.0116778;6.96277e-14
1723.7;1202.01;GND;VCC;0.0116778;0.0116697;0.00626962
1723.7;1202.01;VCC;BOTTOM_LAYER;0.0116697;0.0116691;0.00626962
1724.4;246.684;TOP_LAYER;GND;0.0129103;0.0129103;8.70347e-14
1724.4;246.684;GND;VCC;0.0129103;0.0129103;-3.09158e-14
1724.4;246.684;VCC;BOTTOM_LAYER;0.0129103;0.0129103;-3.48139e-14
1728.19;735.377;TOP_LAYER;GND;0.0127183;0.0127183;-0
1728.19;735.377;GND;VCC;0.0127183;0.0127183;-6.85524e-14
1728.19;735.377;VCC;BOTTOM_LAYER;0.0127183;0.0127183;-6.96277e-14
1730.57;1514.43;TOP_LAYER;GND;2.82911;2.82911;1.33685e-11
1730.57;1514.43;GND;VCC;2.82911;2.82911;1.54848e-11
1730.57;1514.43;VCC;BOTTOM_LAYER;2.82911;2.82911;-1.33685e-11
1730.57;2099.43;TOP_LAYER;GND;2.829;2.82901;-0.0300171
1730.57;2099.43;GND;VCC;2.82901;2.82904;-0.0300171
1730.57;2099.43;VCC;BOTTOM_LAYER;2.82904;2.82904;-4.45617e-12
1742.13;589.432;TOP_LAYER;GND;0.0129406;0.0129406;5.22208e-14
1742.13;589.432;GND;VCC;0.0129406;0.0129406;-4.57016e-14
1742.13;589.432;VCC;BOTTOM_LAYER;0.0129406;0.0129406;-3.48139e-14
1745.57;2414.43;TOP_LAYER;GND;0.00609426;0.00608048;0.13827
1745.57;2414.43;GND;VCC;0.00608048;0.00611115;-0.0237652
1745.57;2414.43;VCC;BOTTOM_LAYER;0.00611115;0.00611352;-0.0237652
1752.4;664.747;TOP_LAYER;GND;0.0128972;0.0128972;8.70347e-14
1752.4;664.747;GND;VCC;0.0128972;0.0128972;-6.98966e-14
1752.4;664.747;VCC;BOTTOM_LAYER;0.0128972;0.0128972;-6.96277e-14
1752.4;783.432;TOP_LAYER;GND;2.82908;2.82908;-8.91235e-12
1752.4;783.432;GND;VCC;2.82908;2.82908;-5.84981e-12
1752.4;783.432;VCC;BOTTOM_LAYER;2.82908;2.82908;-1.33685e-11
1753.7;1230.68;TOP_LAYER;GND;0.0116552;0.0116552;6.96277e-14
1753.7;1230.68;GND;VCC;0.0116552;0.0116645;-0.00723678
1753.7;1230.68;VCC;BOTTOM_LAYER;0.0116645;0.0116653;-0.00723678
1768.7;1202.01;TOP_LAYER;GND;0.0116562;0.0116552;0.00986427
1768.7;1202.01;GND;VCC;0.0116552;0.0116633;-0.00629987
1768.7;1202.01;VCC;BOTTOM_LAYER;0.0116633;0.0116639;-0.00629987
1782.97;246.684;TOP_LAYER;GND;0.0130157;0.0130157;6.96277e-14
1782.97;246.684;GND;VCC;0.0130157;0.0130157;5.37666e-15
1782.97;246.684;VCC;BOTTOM_LAYER;0.0130157;0.0130157;1.74069e-14
1811.2;1229.43;TOP_LAYER;GND;0.0116768;0.0116778;-0.00986427
1811.2;1229.43;GND;VCC;0.0116778;0.0116684;0.00726703
1811.2;1229.43;VCC;BOTTOM_LAYER;0.0116684;0.0116676;0.00726703
1825.41;2028.01;TOP_LAYER;GND;0.00798203;0.00797826;0.0377746
1825.41;2028.01;GND;VCC;0.00797826;0.00797826;-4.43574e-14
1825.41;2028.01;VCC;BOTTOM_LAYER;0.00797826;0.00797826;-3.48139e-14
1832.57;246.684;TOP_LAYER;GND;0.0130683;0.0130683;-3.48139e-14
1832.57;246.684;GND;VCC;0.0130683;0.0130683;-7.25849e-14
1832.57;246.684;VCC;BOTTOM_LAYER;0.0130683;0.0130683;-5.22208e-14
1860.57;1954.43;TOP_LAYER;GND;2.82909;2.82909;1.33685e-11
1860.57;1954.43;GND;VCC;2.82909;2.82909;1.54848e-11
1860.57;1954.43;VCC;BOTTOM_LAYER;2.82909;2.82909;-8.91235e-12
1907.02;880.889;TOP_LAYER;GND;0.0131569;0.0131561;0.00877359
1907.02;880.889;GND;VCC;0.0131561;0.0131561;-7.25849e-14
1907.02;880.889;VCC;BOTTOM_LAYER;0.0131561;0.0131561;-5.22208e-14
1907.02;937.976;TOP_LAYER;GND;0.0130965;0.0130827;0.138267
1907.02;937.976;GND;VCC;0.0130827;0.0130827;-7.12407e-14
1907.02;937.976;VCC;BOTTOM_LAYER;0.0130827;0.0130827;-6.96277e-14
1912.02;370.889;TOP_LAYER;GND;0.0132325;0.0132297;0.0282681
1912.02;370.889;GND;VCC;0.0132297;0.0132297;-7.39291e-14
1912.02;370.889;VCC;BOTTOM_LAYER;0.0132297;0.0132297;-5.22208e-14
1912.02;427.976;TOP_LAYER;GND;0.0132482;0.0132453;0.0299117
1912.02;427.976;GND;VCC;0.0132453;0.0132453;-7.25849e-14
1912.02;427.976;VCC;BOTTOM_LAYER;0.0132453;0.0132453;-6.96277e-14
1931.57;2112.43;TOP_LAYER;GND;0.00750157;0.00750157;3.48139e-14
1931.57;2112.43;GND;VCC;0.00750157;0.00750157;-3.15879e-14
1931.57;2112.43;VCC;BOTTOM_LAYER;0.00750157;0.00750157;-1.74069e-14
1935.57;909.432;TOP_LAYER;GND;0.0131561;0.0131561;0.000755258
1935.57;909.432;GND;VCC;0.0131561;0.0131561;-7.25849e-14
1935.57;909.432;VCC;BOTTOM_LAYER;0.0131561;0.0131561;-5.22208e-14
1940.57;399.432;TOP_LAYER;GND;0.0132591;0.0132617;-0.0262947
1940.57;399.432;GND;VCC;0.0132617;0.0132617;-7.39291e-14
1940.57;399.432;VCC;BOTTOM_LAYER;0.0132617;0.0132617;-5.22208e-14
1949.5;1261.06;TOP_LAYER;GND;11.9382;11.9382;0.00624748
1949.5;1261.06;GND;VCC;11.9382;11.9382;0.00624748
1949.5;1261.06;VCC;BOTTOM_LAYER;11.9382;11.9382;0.000770788
1964.11;880.889;TOP_LAYER;GND;0.0133045;0.0133028;0.0169422
1964.11;880.889;GND;VCC;0.0133028;0.0133028;-6.31757e-14
1964.11;880.889;VCC;BOTTOM_LAYER;0.0133028;0.0133028;-5.22208e-14
1964.11;937.976;TOP_LAYER;GND;0.0131751;0.0131787;-0.0358561
1964.11;937.976;GND;VCC;0.0131787;0.0131787;-7.12407e-14
1964.11;937.976;VCC;BOTTOM_LAYER;0.0131787;0.0131787;-6.96277e-14
1965.56;1229.43;TOP_LAYER;GND;11.9382;11.9382;0.0168959
1965.56;1229.43;GND;VCC;11.9382;11.9382;0.0168959
1965.56;1229.43;VCC;BOTTOM_LAYER;11.9382;11.9382;-0.0554878
1969.11;370.889;TOP_LAYER;GND;0.0132616;0.0132617;-0.000977165
1969.11;370.889;GND;VCC;0.0132617;0.0132617;-7.39291e-14
1969.11;370.889;VCC;BOTTOM_LAYER;0.0132617;0.0132617;-5.22208e-14
1969.11;427.976;TOP_LAYER;GND;0.0132728;0.0132759;-0.0309079
1969.11;427.976;GND;VCC;0.0132759;0.0132759;-7.25849e-14
1969.11;427.976;VCC;BOTTOM_LAYER;0.0132759;0.0132759;-6.96277e-14
1975.57;59.4322;TOP_LAYER;GND;2.82907;2.82907;4.45617e-12
1975.57;59.4322;GND;VCC;2.82907;2.82907;5.16159e-12
1975.57;59.4322;VCC;BOTTOM_LAYER;2.82907;2.82907;-1.33685e-11
1995.57;1261.06;TOP_LAYER;GND;11.9382;11.9382;0.000978766
1995.57;1261.06;GND;VCC;11.9382;11.9382;0.000978766
1995.57;1261.06;VCC;BOTTOM_LAYER;11.9382;11.9382;0.00443228
2020.57;96.9322;TOP_LAYER;GND;0.0132896;0.0132896;-0
2020.57;96.9322;GND;VCC;0.0132896;0.0132896;-7.25849e-14
2020.57;96.9322;VCC;BOTTOM_LAYER;0.0132896;0.0132896;-6.96277e-14
2022.05;515.287;TOP_LAYER;GND;11.9355;11.9356;-0.37369
2022.05;515.287;GND;VCC;11.9356;11.936;-0.37369
2022.05;515.287;VCC;BOTTOM_LAYER;11.936;11.936;-7.12988e-11
2025.57;1609.43;TOP_LAYER;GND;0.0100439;0.0100439;5.22208e-14
2025.57;1609.43;GND;VCC;0.0100439;0.0100352;0.00676971
2025.57;1609.43;VCC;BOTTOM_LAYER;0.0100352;0.0100345;0.00676971
2025.57;1644.43;TOP_LAYER;GND;0.0098838;0.0098838;5.22208e-14
2025.57;1644.43;GND;VCC;0.0098838;0.00998919;-0.081662
2025.57;1644.43;VCC;BOTTOM_LAYER;0.00998919;0.00999733;-0.081662
2030.57;2163.43;TOP_LAYER;GND;0.00704522;0.00704342;0.0180457
2030.57;2163.43;GND;VCC;0.00704342;0.00704017;0.00251464
2030.57;2163.43;VCC;BOTTOM_LAYER;0.00704017;0.00703992;0.00251464
2039.93;1261.06;TOP_LAYER;GND;11.9382;11.9382;-0.00505979
2039.93;1261.06;GND;VCC;11.9382;11.9382;-0.00505979
2039.93;1261.06;VCC;BOTTOM_LAYER;11.9382;11.9382;0.00200442
