x;y;layer1;layer2;voltage1;voltage2;current
2040.57;699.432;TOP_LAYER;GND;11.935;11.935;-0.540834
2040.57;699.432;GND;VCC;11.935;11.9357;-0.540834
2040.57;699.432;VCC;BOTTOM_LAYER;11.9357;11.9357;-5.34741e-11
2045.57;1569.43;TOP_LAYER;GND;0.0102099;0.0102099;5.22208e-14
2045.57;1569.43;GND;VCC;0.0102099;0.0100775;0.102591
2045.57;1569.43;VCC;BOTTOM_LAYER;0.0100775;0.0100673;0.102591
2045.57;2114.43;TOP_LAYER;GND;0.00711436;0.0071348;-0.205155
2045.57;2114.43;GND;VCC;0.0071348;0.00706249;0.05603
2045.57;2114.43;VCC;BOTTOM_LAYER;0.00706249;0.00705691;0.05603
2045.57;2214.43;TOP_LAYER;GND;0.00695123;0.006932;0.192981
2045.57;2214.43;GND;VCC;0.006932;0.00700148;-0.0538365
2045.57;2214.43;VCC;BOTTOM_LAYER;0.00700148;0.00700684;-0.0538365
2057.71;2593.86;TOP_LAYER;GND;0;0.000299971;-6.1601
2057.71;2593.86;GND;VCC;0.000299971;0.000299971;-1.71929e-16
2057.71;2593.86;VCC;BOTTOM_LAYER;0.000299971;0.000299971;-1.11324e-15
2070.57;498.763;TOP_LAYER;GND;11.9355;11.9355;-0.443564
2070.57;498.763;GND;VCC;11.9355;11.9361;-0.443564
2070.57;498.763;VCC;BOTTOM_LAYER;11.9361;11.9361;-5.34741e-11
2070.57;1609.43;TOP_LAYER;GND;0.0100812;0.0100812;5.22208e-14
2070.57;1609.43;GND;VCC;0.0100812;0.0100403;0.0317069
2070.57;1609.43;VCC;BOTTOM_LAYER;0.0100403;0.0100371;0.0317069
2070.57;1644.43;TOP_LAYER;GND;0.00990923;0.00990923;6.96277e-14
2070.57;1644.43;GND;VCC;0.00990923;0.00998589;-0.0594055
2070.57;1644.43;VCC;BOTTOM_LAYER;0.00998589;0.00999181;-0.0594055
2075.57;1261.06;TOP_LAYER;GND;11.9382;11.9382;-0.0190624
2075.57;1261.06;GND;VCC;11.9382;11.9382;-0.0190624
2075.57;1261.06;VCC;BOTTOM_LAYER;11.9382;11.9382;0.0482803
2075.82;1110.34;TOP_LAYER;GND;11.9379;11.9379;-3.56494e-11
2075.82;1110.34;GND;VCC;11.9379;11.9379;-2.47756e-11
2075.82;1110.34;VCC;BOTTOM_LAYER;11.9379;11.9379;-5.34741e-11
2085.57;699.432;TOP_LAYER;GND;11.9346;11.9346;-0.848321
2085.57;699.432;GND;VCC;11.9346;11.9357;-0.848321
2085.57;699.432;VCC;BOTTOM_LAYER;11.9357;11.9357;-5.34741e-11
2083.52;882.86;TOP_LAYER;GND;0.0140468;0.0140679;-0.128882
2083.52;882.86;GND;VCC;0.0140679;0.0142031;-0.0636373
2083.52;882.86;VCC;BOTTOM_LAYER;0.0142031;0.0142135;-0.0636373
2086.57;2204.43;TOP_LAYER;GND;0.00695262;0.00693918;0.134936
2086.57;2204.43;GND;VCC;0.00693918;0.00699904;-0.0463847
2086.57;2204.43;VCC;BOTTOM_LAYER;0.00699904;0.00700366;-0.0463847
2090.53;629.435;TOP_LAYER;GND;11.9347;11.9347;-0.793592
2090.53;629.435;GND;VCC;11.9347;11.9358;-0.793592
2090.53;629.435;VCC;BOTTOM_LAYER;11.9358;11.9358;-5.34741e-11
2100.57;2114.43;TOP_LAYER;GND;0.00711362;0.00712761;-0.140451
2100.57;2114.43;GND;VCC;0.00712761;0.00706317;0.0499339
2100.57;2114.43;VCC;BOTTOM_LAYER;0.00706317;0.00705819;0.0499339
2100.57;2159.43;TOP_LAYER;GND;0.00703429;0.00703491;-0.00618586
2100.57;2159.43;GND;VCC;0.00703491;0.00703173;0.00246111
2100.57;2159.43;VCC;BOTTOM_LAYER;0.00703173;0.00703149;0.00246111
2120.57;1830.07;TOP_LAYER;GND;0.00903203;0.00903203;1.74069e-14
2120.57;1830.07;GND;VCC;0.00903203;0.00903203;-4.83899e-14
2120.57;1830.07;VCC;BOTTOM_LAYER;0.00903203;0.00903203;-5.22208e-14
2132.15;759.236;TOP_LAYER;GND;0.0148887;0.0148887;6.96277e-14
2132.15;759.236;GND;VCC;0.0148887;0.0157881;-0.696916
2132.15;759.236;VCC;BOTTOM_LAYER;0.0157881;0.0158575;-0.696916
2133.56;2214.43;TOP_LAYER;GND;0.00694675;0.00693528;0.11511
2133.56;2214.43;GND;VCC;0.00693528;0.00699359;-0.0451828
2133.56;2214.43;VCC;BOTTOM_LAYER;0.00699359;0.00699809;-0.0451828
2133.7;586.011;TOP_LAYER;GND;0.0139172;0.0139172;3.48139e-14
2133.7;586.011;GND;VCC;0.0139172;0.0139172;-7.66174e-14
2133.7;586.011;VCC;BOTTOM_LAYER;0.0139172;0.0139172;-6.96277e-14
2139.56;1074.43;TOP_LAYER;GND;0.0140815;0.0140815;-1.74069e-14
2139.56;1074.43;GND;VCC;0.0140815;0.0147505;-0.518398
2139.56;1074.43;VCC;BOTTOM_LAYER;0.0147505;0.0148022;-0.518398
2142.57;2164.43;TOP_LAYER;GND;0.00703586;0.00703756;-0.0170537
2142.57;2164.43;GND;VCC;0.00703756;0.00703138;0.00478374
2142.57;2164.43;VCC;BOTTOM_LAYER;0.00703138;0.00703091;0.00478374
2147.57;279.433;TOP_LAYER;GND;0.0134539;0.0134539;5.22208e-14
2147.57;279.433;GND;VCC;0.0134539;0.0134902;-0.0281106
2147.57;279.433;VCC;BOTTOM_LAYER;0.0134902;0.013493;-0.0281106
2147.93;1119.43;TOP_LAYER;GND;0.0140131;0.0140131;6.96277e-14
2147.93;1119.43;GND;VCC;0.0140131;0.0146448;-0.48946
2147.93;1119.43;VCC;BOTTOM_LAYER;0.0146448;0.0146936;-0.48946
2147.93;1169.43;TOP_LAYER;GND;0.0138289;0.0138289;6.96277e-14
2147.93;1169.43;GND;VCC;0.0138289;0.0144712;-0.497673
2147.93;1169.43;VCC;BOTTOM_LAYER;0.0144712;0.0145208;-0.497673
2155.57;2114.43;TOP_LAYER;GND;0.00711372;0.0071261;-0.124216
2155.57;2114.43;GND;VCC;0.0071261;0.00706321;0.0487313
2155.57;2114.43;VCC;BOTTOM_LAYER;0.00706321;0.00705835;0.0487313
2155.57;2214.43;TOP_LAYER;GND;0.00694675;0.0069374;0.0938535
2155.57;2214.43;GND;VCC;0.0069374;0.00699374;-0.0436591
2155.57;2214.43;VCC;BOTTOM_LAYER;0.00699374;0.00699809;-0.0436591
2160.57;794.432;TOP_LAYER;GND;0.015029;0.015029;6.96277e-14
2160.57;794.432;GND;VCC;0.015029;0.0157016;-0.521169
2160.57;794.432;VCC;BOTTOM_LAYER;0.0157016;0.0157536;-0.521169
2165.25;979.432;TOP_LAYER;GND;11.9368;11.9369;-0.517644
2165.25;979.432;GND;VCC;11.9369;11.9375;-0.517644
2165.25;979.432;VCC;BOTTOM_LAYER;11.9375;11.9375;-7.12988e-11
2168.07;1025.42;TOP_LAYER;GND;11.9366;11.9367;-0.686812
2168.07;1025.42;GND;VCC;11.9367;11.9376;-0.686812
2168.07;1025.42;VCC;BOTTOM_LAYER;11.9376;11.9376;-5.34741e-11
2171.57;2179.43;TOP_LAYER;GND;0.00703928;0.00703756;0.0172831
2171.57;2179.43;GND;VCC;0.00703756;0.0070337;0.00298596
2171.57;2179.43;VCC;BOTTOM_LAYER;0.0070337;0.00703341;0.00298596
2179.57;293.432;TOP_LAYER;GND;0.013496;0.013496;5.22208e-14
2179.57;293.432;GND;VCC;0.013496;0.0135011;-0.00394872
2179.57;293.432;VCC;BOTTOM_LAYER;0.0135011;0.0135014;-0.00394872
2180.59;1196.93;TOP_LAYER;GND;0.0138593;0.0138593;6.96277e-14
2180.59;1196.93;GND;VCC;0.0138593;0.0146246;-0.593057
2180.59;1196.93;VCC;BOTTOM_LAYER;0.0146246;0.0146837;-0.593057
2188.7;764.44;TOP_LAYER;GND;0.015217;0.015217;6.96277e-14
2188.7;764.44;GND;VCC;0.015217;0.0160115;-0.615655
2188.7;764.44;VCC;BOTTOM_LAYER;0.0160115;0.0160729;-0.615655
2192.46;836.184;TOP_LAYER;GND;0.0150802;0.0150802;6.96277e-14
2192.46;836.184;GND;VCC;0.0150802;0.0155645;-0.37524
2192.46;836.184;VCC;BOTTOM_LAYER;0.0155645;0.0156019;-0.37524
2195.57;2134.43;TOP_LAYER;GND;0.00712222;0.00714313;-0.209907
2195.57;2134.43;GND;VCC;0.00714313;0.00706488;0.0606348
2195.57;2134.43;VCC;BOTTOM_LAYER;0.00706488;0.00705884;0.0606348
2195.57;2214.43;TOP_LAYER;GND;0.00696723;0.0069542;0.130759
2195.57;2214.43;GND;VCC;0.0069542;0.00700455;-0.0390123
2195.57;2214.43;VCC;BOTTOM_LAYER;0.00700455;0.00700844;-0.0390123
2200.57;979.432;TOP_LAYER;GND;11.9368;11.9369;-0.736854
2200.57;979.432;GND;VCC;11.9369;11.9378;-0.736854
2200.57;979.432;VCC;BOTTOM_LAYER;11.9378;11.9378;-7.12988e-11
2200.57;1025.42;TOP_LAYER;GND;11.9365;11.9366;-1.05869
2200.57;1025.42;GND;VCC;11.9366;11.9379;-1.05869
2200.57;1025.42;VCC;BOTTOM_LAYER;11.9379;11.9379;-7.12988e-11
2217.76;794.432;TOP_LAYER;GND;0.0151759;0.0151759;6.96277e-14
2217.76;794.432;GND;VCC;0.0151759;0.0157076;-0.412047
2217.76;794.432;VCC;BOTTOM_LAYER;0.0157076;0.0157487;-0.412047
2225.57;836.184;TOP_LAYER;GND;0.01505;0.01505;6.96277e-14
2225.57;836.184;GND;VCC;0.01505;0.0155391;-0.378973
2225.57;836.184;VCC;BOTTOM_LAYER;0.0155391;0.0155768;-0.378973
2228.7;1204.43;TOP_LAYER;GND;0.0135498;0.0135498;5.22208e-14
2228.7;1204.43;GND;VCC;0.0135498;0.014631;-0.837774
2228.7;1204.43;VCC;BOTTOM_LAYER;0.014631;0.0147145;-0.837774
2237.57;2519.43;TOP_LAYER;GND;11.9927;11.9926;0.80257
2237.57;2519.43;GND;VCC;11.9926;11.9916;0.80257
2237.57;2519.43;VCC;BOTTOM_LAYER;11.9916;11.9916;-7.12988e-11
2238.57;1651.24;TOP_LAYER;GND;0.0099918;0.00999179;0.0001
2238.57;1651.24;GND;VCC;0.00999179;0.00999179;-5.37666e-14
2238.57;1651.24;VCC;BOTTOM_LAYER;0.00999179;0.00999179;-5.22208e-14
2254.56;2593.86;TOP_LAYER;GND;11.9938;11.9938;1.9353
2254.56;2593.86;GND;VCC;11.9938;11.9925;1.9353
2254.56;2593.86;VCC;BOTTOM_LAYER;11.9925;11.9925;-0
2250.57;302.432;TOP_LAYER;GND;0.0135219;0.0135219;5.22208e-14
2250.57;302.432;GND;VCC;0.0135219;0.0135186;0.00253474
2250.57;302.432;VCC;BOTTOM_LAYER;0.0135186;0.0135183;0.00253474
2260.57;1364.43;TOP_LAYER;GND;0.0118185;0.0118185;-0
2260.57;1364.43;GND;VCC;0.0118185;0.0118185;-6.31757e-14
2260.57;1364.43;VCC;BOTTOM_LAYER;0.0118185;0.0118185;-6.96277e-14
2271.57;2500.43;TOP_LAYER;GND;11.9922;11.9921;0.392418
2271.57;2500.43;GND;VCC;11.9921;11.9916;0.392418
2271.57;2500.43;VCC;BOTTOM_LAYER;11.9916;11.9916;-7.12988e-11
2298.07;1830.07;TOP_LAYER;GND;0.00905672;0.00905672;3.48139e-14
2298.07;1830.07;GND;VCC;0.00905672;0.00905672;-6.18316e-14
2298.07;1830.07;VCC;BOTTOM_LAYER;0.00905672;0.00905672;-5.22208e-14
2299.55;302.432;TOP_LAYER;GND;0.0135683;0.0135683;5.22208e-14
2299.55;302.432;GND;VCC;0.0135683;0.0135302;0.0295246
2299.55;302.432;VCC;BOTTOM_LAYER;0.0135302;0.0135273;0.0295246
2306.07;2555.93;TOP_LAYER;GND;11.9921;11.992;0.301287
2306.07;2555.93;GND;VCC;11.992;11.9916;0.301287
2306.07;2555.93;VCC;BOTTOM_LAYER;11.9916;11.9916;-5.34741e-11
2306.07;2599.43;TOP_LAYER;GND;11.9921;11.9921;0.124181
2306.07;2599.43;GND;VCC;11.9921;11.9919;0.124181
2306.07;2599.43;VCC;BOTTOM_LAYER;11.9919;11.9919;-5.34741e-11
2306.07;2635.43;TOP_LAYER;GND;11.9921;11.9921;0.141069
2306.07;2635.43;GND;VCC;11.9921;11.9919;0.141069
2306.07;2635.43;VCC;BOTTOM_LAYER;11.9919;11.9919;-5.34741e-11
2306.57;2508.43;TOP_LAYER;GND;11.9919;11.9919;0.519532
2306.57;2508.43;GND;VCC;11.9919;11.9912;0.519532
2306.57;2508.43;VCC;BOTTOM_LAYER;11.9912;11.9912;-5.34741e-11
2310.57;1704.43;TOP_LAYER;GND;0.00979247;0.00979247;-3.48139e-14
2310.57;1704.43;GND;VCC;0.00979247;0.00979247;-5.37666e-14
2310.57;1704.43;VCC;BOTTOM_LAYER;0.00979247;0.00979247;-5.22208e-14
2330.57;1634.43;TOP_LAYER;GND;0.0102893;0.0102893;8.70347e-14
2330.57;1634.43;GND;VCC;0.0102893;0.0102893;-5.77991e-14
2330.57;1634.43;VCC;BOTTOM_LAYER;0.0102893;0.0102893;-3.48139e-14
2359.57;2555.93;TOP_LAYER;GND;11.9917;11.9916;0.541989
2359.57;2555.93;GND;VCC;11.9916;11.9909;0.541989
2359.57;2555.93;VCC;BOTTOM_LAYER;11.9909;11.9909;-5.34741e-11
2359.57;2633.43;TOP_LAYER;GND;11.9918;11.9918;0.224127
2359.57;2633.43;GND;VCC;11.9918;11.9915;0.224127
2359.57;2633.43;VCC;BOTTOM_LAYER;11.9915;11.9915;-5.34741e-11
2363.57;2508.43;TOP_LAYER;GND;11.9916;11.9916;0.911531
2363.57;2508.43;GND;VCC;11.9916;11.9904;0.911531
2363.57;2508.43;VCC;BOTTOM_LAYER;11.9904;11.9904;-5.34741e-11
2363.57;2590.43;TOP_LAYER;GND;11.9917;11.9917;0.266094
2363.57;2590.43;GND;VCC;11.9917;11.9913;0.266094
2363.57;2590.43;VCC;BOTTOM_LAYER;11.9913;11.9913;-5.34741e-11
2395.57;1634.43;TOP_LAYER;GND;0.0103868;0.0103868;3.48139e-14
2395.57;1634.43;GND;VCC;0.0103868;0.0103868;-5.64549e-14
2395.57;1634.43;VCC;BOTTOM_LAYER;0.0103868;0.0103868;-5.22208e-14
2415.57;1329.43;TOP_LAYER;GND;2.82951;2.82951;0.0320675
2415.57;1329.43;GND;VCC;2.82951;2.82947;0.0320675
2415.57;1329.43;VCC;BOTTOM_LAYER;2.82947;2.82947;-1.78247e-11
2415.57;1379.43;TOP_LAYER;GND;2.82953;2.82953;0.047408
2415.57;1379.43;GND;VCC;2.82953;2.82947;0.047408
2415.57;1379.43;VCC;BOTTOM_LAYER;2.82947;2.82947;-1.78247e-11
2438.57;2187.43;TOP_LAYER;GND;11.984;11.984;0.182283
2438.57;2187.43;GND;VCC;11.984;11.9838;0.182283
2438.57;2187.43;VCC;BOTTOM_LAYER;11.9838;11.9838;-0.474584
2441.57;360.432;TOP_LAYER;GND;11.9385;11.9385;0.0363287
2441.57;360.432;GND;VCC;11.9385;11.9385;0.0363287
2441.57;360.432;VCC;BOTTOM_LAYER;11.9385;11.9385;-8.91235e-11
2443.57;2237.43;TOP_LAYER;GND;11.9842;11.9842;-0.0188648
2443.57;2237.43;GND;VCC;11.9842;11.9842;-0.0188648
2443.57;2237.43;VCC;BOTTOM_LAYER;11.9842;11.9842;0.0312862
2443.88;2291.64;TOP_LAYER;GND;11.9843;11.9844;-0.231951
2443.88;2291.64;GND;VCC;11.9844;11.9847;-0.231951
2443.88;2291.64;VCC;BOTTOM_LAYER;11.9847;11.9846;0.570269
2443.88;2331.64;TOP_LAYER;GND;11.9844;11.9845;-0.406028
2443.88;2331.64;GND;VCC;11.9845;11.985;-0.406028
2443.88;2331.64;VCC;BOTTOM_LAYER;11.985;11.9849;1.17998
2454.57;1663.43;TOP_LAYER;GND;11.974;11.974;-0.0481027
2454.57;1663.43;GND;VCC;11.974;11.9741;-0.0481027
2454.57;1663.43;VCC;BOTTOM_LAYER;11.9741;11.9741;-0.0384697
2457.57;1701.93;TOP_LAYER;GND;11.9741;11.9741;-0.1104
2457.57;1701.93;GND;VCC;11.9741;11.9742;-0.1104
2457.57;1701.93;VCC;BOTTOM_LAYER;11.9742;11.9742;0.0216692
2457.57;1746.94;TOP_LAYER;GND;11.9741;11.9741;-0.208235
2457.57;1746.94;GND;VCC;11.9741;11.9744;-0.208235
2457.57;1746.94;VCC;BOTTOM_LAYER;11.9744;11.9743;0.511914
2465.57;309.432;TOP_LAYER;GND;11.9385;11.9385;0.0234678
2465.57;309.432;GND;VCC;11.9385;11.9385;0.0234678
2465.57;309.432;VCC;BOTTOM_LAYER;11.9385;11.9385;-7.12988e-11
2470.57;1349.43;TOP_LAYER;GND;2.82953;2.82953;0.0285312
2470.57;1349.43;GND;VCC;2.82953;2.82949;0.0285312
2470.57;1349.43;VCC;BOTTOM_LAYER;2.82949;2.82949;-1.33685e-11
2483.88;2293.85;TOP_LAYER;GND;11.9843;11.9843;-0.126929
2483.88;2293.85;GND;VCC;11.9843;11.9845;-0.126929
2483.88;2293.85;VCC;BOTTOM_LAYER;11.9845;11.9844;0.193097
2496.57;2230.43;TOP_LAYER;GND;11.9841;11.9841;0.0385293
2496.57;2230.43;GND;VCC;11.9841;11.9841;0.0385293
2496.57;2230.43;VCC;BOTTOM_LAYER;11.9841;11.9841;-0.113791
2500.37;1663.43;TOP_LAYER;GND;11.974;11.974;-0.0142622
2500.37;1663.43;GND;VCC;11.974;11.974;-0.0142622
2500.37;1663.43;VCC;BOTTOM_LAYER;11.974;11.974;0.0893252
2500.37;1701.93;TOP_LAYER;GND;11.974;11.974;-0.0702893
2500.37;1701.93;GND;VCC;11.974;11.9741;-0.0702893
2500.37;1701.93;VCC;BOTTOM_LAYER;11.9741;11.9741;0.0942527
2500.37;1746.94;TOP_LAYER;GND;11.9741;11.9741;-0.181079
2500.37;1746.94;GND;VCC;11.9741;11.9743;-0.181079
2500.37;1746.94;VCC;BOTTOM_LAYER;11.9743;11.9743;0.512073
2505.57;1329.43;TOP_LAYER;GND;2.82952;2.82952;0.0163019
2505.57;1329.43;GND;VCC;2.82952;2.8295;0.0163019
2505.57;1329.43;VCC;BOTTOM_LAYER;2.8295;2.8295;-1.33685e-11
2505.57;1379.43;TOP_LAYER;GND;2.82955;2.82955;0.0356913
2505.57;1379.43;GND;VCC;2.82955;2.8295;0.0356913
2505.57;1379.43;VCC;BOTTOM_LAYER;2.8295;2.8295;-1.78247e-11
2507.48;309.432;TOP_LAYER;GND;11.9386;11.9386;0.00651224
2507.48;309.432;GND;VCC;11.9386;11.9385;0.00651224
2507.48;309.432;VCC;BOTTOM_LAYER;11.9385;11.9385;-7.12988e-11
2507.48;359.432;TOP_LAYER;GND;11.9385;11.9386;-0.0153748
2507.48;359.432;GND;VCC;11.9386;11.9386;-0.0153748
2507.48;359.432;VCC;BOTTOM_LAYER;11.9386;11.9386;-5.34741e-11
2507.58;2187.43;TOP_LAYER;GND;11.984;11.984;0.196129
2507.58;2187.43;GND;VCC;11.984;11.9838;0.196129
2507.58;2187.43;VCC;BOTTOM_LAYER;11.9838;11.9838;-0.618989
2516.38;2333.85;TOP_LAYER;GND;11.9843;11.9843;-0.182922
2516.38;2333.85;GND;VCC;11.9843;11.9846;-0.182922
2516.38;2333.85;VCC;BOTTOM_LAYER;11.9846;11.9845;0.462179
2528.88;2291.64;TOP_LAYER;GND;11.9842;11.9842;-0.0647063
2528.88;2291.64;GND;VCC;11.9842;11.9843;-0.0647063
2528.88;2291.64;VCC;BOTTOM_LAYER;11.9843;11.9843;0.123826
2540.57;334.432;TOP_LAYER;GND;11.9386;11.9386;-0.050934
2540.57;334.432;GND;VCC;11.9386;11.9386;-0.050934
2540.57;334.432;VCC;BOTTOM_LAYER;11.9386;11.9386;-5.34741e-11
2541.35;1748.14;TOP_LAYER;GND;11.974;11.974;-0.135666
2541.35;1748.14;GND;VCC;11.974;11.9742;-0.135666
2541.35;1748.14;VCC;BOTTOM_LAYER;11.9742;11.9741;0.846608
2543.57;2230.43;TOP_LAYER;GND;11.9841;11.9841;0.0812479
2543.57;2230.43;GND;VCC;11.9841;11.984;0.0812479
2543.57;2230.43;VCC;BOTTOM_LAYER;11.984;11.984;-0.21533
2548.57;1655.43;TOP_LAYER;GND;11.9739;11.9739;0.140521
2548.57;1655.43;GND;VCC;11.9739;11.9737;0.140521
2548.57;1655.43;VCC;BOTTOM_LAYER;11.9737;11.9737;-0.208729
2551.57;2187.43;TOP_LAYER;GND;11.9839;11.9839;0.20029
2551.57;2187.43;GND;VCC;11.9839;11.9837;0.20029
2551.57;2187.43;VCC;BOTTOM_LAYER;11.9837;11.9837;-0.350999
2560.57;1694.43;TOP_LAYER;GND;11.9739;11.9739;0.0434672
2560.57;1694.43;GND;VCC;11.9739;11.9739;0.0434672
2560.57;1694.43;VCC;BOTTOM_LAYER;11.9739;11.9739;-0.151082
2575.57;1589.43;TOP_LAYER;GND;0.010814;0.010814;5.22208e-14
2575.57;1589.43;GND;VCC;0.010814;0.010814;-5.91432e-14
2575.57;1589.43;VCC;BOTTOM_LAYER;0.010814;0.010814;-5.22208e-14
2578.57;1733.43;TOP_LAYER;GND;11.974;11.974;-0.0395214
2578.57;1733.43;GND;VCC;11.974;11.9741;-0.0395214
2578.57;1733.43;VCC;BOTTOM_LAYER;11.9741;11.9741;-0.494612
2578.88;2291.64;TOP_LAYER;GND;11.9842;11.9842;0.00666893
2578.88;2291.64;GND;VCC;11.9842;11.9842;0.00666893
2578.88;2291.64;VCC;BOTTOM_LAYER;11.9842;11.9842;-0.0699449
2578.88;2333.85;TOP_LAYER;GND;11.9843;11.9843;-0.0662253
2578.88;2333.85;GND;VCC;11.9843;11.9843;-0.0662253
2578.88;2333.85;VCC;BOTTOM_LAYER;11.9843;11.9843;-0.00144583
2587.57;2187.43;TOP_LAYER;GND;11.9839;11.9838;0.263829
2587.57;2187.43;GND;VCC;11.9838;11.9835;0.263829
2587.57;2187.43;VCC;BOTTOM_LAYER;11.9835;11.9835;-0.533984
2587.57;2228.43;TOP_LAYER;GND;11.984;11.984;0.128649
2587.57;2228.43;GND;VCC;11.984;11.9838;0.128649
2587.57;2228.43;VCC;BOTTOM_LAYER;11.9838;11.9838;-0.181567
2615.57;1655.43;TOP_LAYER;GND;11.9738;11.9737;0.492677
2615.57;1655.43;GND;VCC;11.9737;11.9731;0.492677
2615.57;1655.43;VCC;BOTTOM_LAYER;11.9731;11.9733;-2.04243
2615.57;1701.93;TOP_LAYER;GND;11.9738;11.9738;0.0823139
2615.57;1701.93;GND;VCC;11.9738;11.9737;0.0823139
2615.57;1701.93;VCC;BOTTOM_LAYER;11.9737;11.9737;0.151453
2615.57;1749.43;TOP_LAYER;GND;11.9739;11.9739;-0.111523
2615.57;1749.43;GND;VCC;11.9739;11.9741;-0.111523
2615.57;1749.43;VCC;BOTTOM_LAYER;11.9741;11.974;0.708033
